"id","status_code","url"
1,401,https://pm-grudziadz.pl
2,401,https://pm-grudziadz.pl/sprawy/305/podatek-lesny-dla-osob-prawnych/
3,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#e38a8d858ca3938ece84919687998a828799cd938f
4,401,https://pm-grudziadz.pl/mapa-strony/
5,401,https://pm-grudziadz.pl/wyszukiwanie/
6,401,https://pm-grudziadz.pl/sprawy/133/wypis-i-wyrys-z-miejscowego-planu-zagospodarowania-przestrzennego/
7,401,https://pm-grudziadz.pl/
8,401,https://pm-grudziadz.pl/sprawy/311/podatek-lesny-dla-osob-fizycznych/
9,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=PODATKI
10,401,https://pm-grudziadz.pl/sprawy/66/zaswiadczenia-w-sprawach-podatkowych/
11,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=ZASWIADCZENIA
12,401,https://pm-grudziadz.pl/sprawy/79/wydanie-zaswiadczenia-na-przewozy-drogowe-na-potrzeby-wlasne/
13,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=SYSTEMY_KOMUNIKACJI_MIEJSKIEJ
14,401,https://pm-grudziadz.pl/sprawy/77/licencja-na-wykonywanie-krajowego-transportu-w-zakresie-przewozu-osob-taksowka/
15,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#a5cccbc3cae5d5c888c2d7d0c1dfccc4c1df8bd5c9
16,401,https://pm-grudziadz.pl/deklaracja-dostepnosci/
17,401,https://pm-grudziadz.pl/deklaracja-dostepnosci/sekretariat@um.grudziadz.pl
18,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#a9c0c7cfc6e9d9c484cedbdccdd3c0c8cdd387d9c5
19,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=ZASADY_RUCHU_DROGOWEGO
20,401,https://pm-grudziadz.pl/sprawy/98/wymianawydanie-wtornika-krajowego-prawa-jazdy/
21,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=PRAWO_JAZDY
22,401,https://pm-grudziadz.pl/sprawy/90/miedzynarodowe-prawo-jazdy/
23,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#41282f272e01312c6c263334253b2820253b6f312d
24,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=UPRAWNIENIA_DO_PROWADZENIA_ROZNYCH_POJAZDOW
25,401,https://pm-grudziadz.pl/sprawy/76/licencja-na-wykonywanie-krajowego-transportu-drogowego-w-zakresie-przewozu-osob/
26,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=RUCH_DROGOWY
27,401,https://pm-grudziadz.pl/sprawy/245/wydanie-zaswiadczenia-np-o-rejestracji-pojazdu-wydaniu-karty-pojazdu/
28,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=SAMOCHODY_OSOBOWE
29,401,https://pm-grudziadz.pl/sprawy/92/rejestracja-pojazdu-nowego/
30,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=POJAZDY_SPECJALISTYCZNE
31,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#533a3d353c13233e7e34212637293a3237297d233f
32,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=POJAZDY_UZYTKOWE
33,401,https://pm-grudziadz.pl/sprawy/100/zgloszenie-zbycia-pojazdu-zarejestrowanego-w-tutejszej-ewidencji/
34,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=POMOC_SPOLECZNA
35,401,https://pm-grudziadz.pl/sprawy/109/przyznanie-grudziadzkiej-karty-seniora/
36,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=ULGI_DLA_SENIOROW
37,401,https://pm-grudziadz.pl/sprawy/112/wydanie-duplikatu-grudziadzkiej-karty-seniora/
38,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#9df4f3fbf2ddedf0b0faefe8f9e7f4fcf9e7b3edf1
39,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#82ebece4edc2f2efafe5f0f7e6f8ebe3e6f8acf2ee
40,401,https://pm-grudziadz.pl/sprawy/111/wydanie-duplikatu-grudziadzkiej-karty-duzej-rodziny/
41,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=ZASILKI_RODZINNE
42,401,https://pm-grudziadz.pl/sprawy/108/przyznanie-grudziadzkiej-karty-duzej-rodziny-dla-rodzicow-rodzica-lub-malzonka-rodzica-ktorzy-mieli-na-utrzymaniu-co-najmniej-troje-dzieci/
43,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#ff96919990bf8f92d2988d8a9b85969e9b85d18f93
44,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=ULGI_DLA_RODZIN
45,401,https://pm-grudziadz.pl/sprawy/113/wydanie-duplikatu-karty-duzej-rodziny-ogolnopolskiej/
46,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#6801060e07281805450f1a1d0c1201090c12461804
47,401,https://pm-grudziadz.pl/sprawy/107/przyznanie-grudziadzkiej-karty-duzej-rodziny-dla-czlonkow-rodziny-ktora-ma-na-utrzymaniu-co-najmniej-troje-dzieci/
48,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#89e0e7efe6c9f9e4a4eefbfcedf3e0e8edf3a7f9e5
49,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=PROJEKTY_SPOLECZNE
50,401,https://pm-grudziadz.pl/sprawy/110/przyznanie-karty-duzej-rodziny-ogolnopolskiej/
51,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=AKTYWNOSC_SPOLECZNA
52,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=PROGRAMY_SOCJALNE
53,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#e78e898188a7978aca809592839d8e86839dc9978b
54,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#1d74737b725d6d70307a6f687967747c7967336d71
55,401,https://pm-grudziadz.pl/sprawy/121/wniosek-o-podjecie-dzialan-majacych-na-celu-zobowiazanie-do-poddania-sie-leczeniu-odwykowemu/
56,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=POMOC_PSYCHOLOGICZNA
57,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#127b7c747d52627f3f75606776687b7376683c627e
58,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=WALKA_Z_ALKOHOLIZMEM
59,401,https://pm-grudziadz.pl/sprawy/102/wydanie-karty-parkingowej-dla-placowki-zajmujacej-sie-opieka-rehabilitacja-lub-edukacja-osob-niepelnosprawnych-majacych-znacznie-ograniczone-mozliwosci-samodzielnego-poruszania-sie/
60,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#84edeae2ebc4f4e9a9e3f6f1e0feede5e0feaaf4e8
61,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=DODATKI_DLA_OSOB_NIEPELNOSPRAWNYCH
62,401,https://pm-grudziadz.pl/sprawy/103/wydawanie-legitymacji-osoby-niepelnosprawnej/
63,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#ee87808881ae9e83c3899c9b8a94878f8a94c09e82
64,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=OSOBY_NIEPELNOSPRAWNE
65,401,https://pm-grudziadz.pl/sprawy/105/wydawanie-orzeczen-o-stopniu-niepelnosprawnosci-osobom-ktore-ukonczyly-16-rok-zycia/
66,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#335a5d555c73435e1e54414657495a5257491d435f
67,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=ULGI_PODATKOWE_DLA_OSOB_NIEPELNOSPRAWNYCH
68,401,https://pm-grudziadz.pl/sprawy/65/ulgi-w-podatkach-i-oplatach-lokalnych/
69,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=OBOWIAZKI_PODATKOWE
70,401,https://pm-grudziadz.pl/sprawy/309/podatki-i-oplaty-lokalne-oraz-oplata-skarbowa-wydawanie-zaswiadczen-lub-informacji/
71,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#8fe6e1e9e0cfffe2a2e8fdfaebf5e6eeebf5a1ffe3
72,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#dfa8acad9faab2f1bda6bbb8b0aca5bca5f1afb3
73,401,https://pm-grudziadz.pl/sprawy/310/wniosek-o-zwrot-oplaty-skarbowej-jak-zalatwic-sprawe/
74,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#196e6a6b596c74377b607d7e766a637a63376975
75,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#a8c1c6cec7e8d8c585cfdaddccd2c1c9ccd286d8c4
76,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#21484f474e61514c0c465354455b4840455b0f514d
77,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=ULGI_PODATKOWE
78,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#0a7d79784a7f672468736e6d6579706970247a66
79,401,https://pm-grudziadz.pl/sprawy/101/wydanie-karty-parkingowej-dla-osoby-niepelnosprawnej-majacej-znacznie-ograniczone-mozliwosci-samodzielnego-poruszania-sie/
80,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=INFRASTRUKTURA_DLA_OSOB_NIEPELNOSPRAWNYCH
81,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#8de4e3ebe2cdfde0a0eafff8e9f7e4ece9f7a3fde1
82,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=WSPARCIE_DLA_OSOB_NIEPELNOSPRAWNYCH
83,401,https://pm-grudziadz.pl/sprawy/104/wydawanie-orzeczen-o-niepelnosprawnosci-osobom-ktore-nie-ukonczyly-16-roku-zycia/
84,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#d3babdb5bc93a3befeb4a1a6b7a9bab2b7a9fda3bf
85,401,https://pm-grudziadz.pl/sprawy/100/wydawanie-orzeczen-o-wskazaniach-do-ulg-i-uprawnien-osobom-posiadajacym-orzeczenie-o-inwalidztwie-lub-niezdolnosci-do-pracy/
86,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#7e171018113e0e1353190c0b1a04171f1a04500e12
87,401,https://pm-grudziadz.pl/sprawy/91/przerejestrowanie-pojazdu-zarejestrowanego-na-terenie-polski/
88,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#ddb4b3bbb29dadb0f0baafa8b9a7b4bcb9a7f3adb1
89,401,https://pm-grudziadz.pl/sprawy/99/wyrejestrowanie-pojazdu/
90,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#0960676f66497964246e7b7c6d7360686d73277965
91,401,https://pm-grudziadz.pl/sprawy/244/wpisy-adnotacji-do-dowodu-rejestracyjnego-np-gaz-hak-taxi/
92,401,https://pm-grudziadz.pl/sprawy/95/wydanie-dowodu-rejestracyjnego-z-powodu-braku-miejsc-na-kolejne-wpisy-terminu-badan-technicznych/
93,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=PRZEGLADY_TECHNICZNE_POJAZDOW
94,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=PRAWO_DROGOWE
95,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#046d6a626b44746929637671607e6d65607e2a7468
96,401,https://pm-grudziadz.pl/sprawy/93/rejestracja-pojazdu-sprowadzonego-z-zagranicy/
97,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#caa3a4aca58abaa7e7adb8bfaeb0a3abaeb0e4baa6
98,401,https://pm-grudziadz.pl/sprawy/96/wydanie-profilu-kandydata-na-kierowce-w-skrocie-pkk/
99,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#86efe8e0e9c6f6ebabe1f4f3e2fcefe7e2fca8f6ea
100,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=TRANSPORT_PUBLICZNY
101,401,https://pm-grudziadz.pl/sprawy/81/zezwolenie-na-wykonywanie-regularnych-przewozow-osob-w-krajowym-transporcie-drogowym/
102,401,https://pm-grudziadz.pl/sprawy/238/zezwolenie-na-przejazd-pojazdu-nienormatywnego/
103,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#422b2c242d02322f6f25303726382b2326386c322e
104,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=ZEZWOLENIA
105,401,https://pm-grudziadz.pl/sprawy/137/zezwolenie-na-utrzymywanie-psa-rasy-uznawanej-za-agresywna/
106,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#71181f171e31011c5c160304150b1810150b5f011d
107,401,https://pm-grudziadz.pl/sprawy/3/zezwolenia-na-sprzedaz-napojow-alkoholowych/
108,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=SPRZEDAZ_ALKOHOLU
109,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=UPRAWNIENIA_DO_SPRZEDAZY_ALKOHOLU
110,401,https://pm-grudziadz.pl/sprawy/114/uzyskanie-pozwolenia-na-przewoz-z-zagranicy-zwlok-i-szczatkow-ludzkich-ktore-pochowane-zostana-na-terenie-grudziadza/
111,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#0d64636b624d7d60206a7f786977646c6977237d61
112,401,https://pm-grudziadz.pl/sprawy/138/zezwolenie-na-wylaczenie-gruntow-z-produkcji-rolnej/
113,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=OCHRONA_KRAJOBRAZU
114,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#630a0d050c23130e4e04111607190a0207194d130f
115,401,https://pm-grudziadz.pl/sprawy/139/zgloszeniezezwolenie-na-wycinke-drzew-i-krzewow/
116,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=PROGRAMY_OCHRONY_SRODOWISKA
117,401,https://pm-grudziadz.pl/sprawy/125/oplata-za-zmniejszenie-naturalnej-retencji-terenowej/
118,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#bed7d0d8d1feced393d9cccbdac4d7dfdac490ced2
119,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=OCHRONA_PRZYRODY
120,401,https://pm-grudziadz.pl/sprawy/129/wpis-do-rejestru-dzialalnosci-regulowanej-w-zakresie-odbioru-odpadow-komunalnych/
121,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=GOSPODARKA_ODPADAMI_KOMUNALNYMI
122,401,https://pm-grudziadz.pl/sprawy/126/pozwolenie-na-wytwarzanie-odpadow/
123,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=OCHRONA_SRODOWISKA_NATURALNEGO
182,401,https://pm-grudziadz.pl/sprawy/50/zaswiadczenie-o-samodzielnosci-lokalu/
124,401,https://pm-grudziadz.pl/sprawy/124/informacje-o-wyrobach-zawierajacych-azbest-i-miejscu-ich-wykorzystania-osoby-fizyczne-nie-bedace-przedsiebiorcami/
125,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#1b72757d745b6b76367c696e7f61727a7f61356b77
126,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=ODPADY
127,401,https://pm-grudziadz.pl/sprawy/5/ulgi-w-oplacie-za-gospodarowanie-odpadami-komunalnymi-umorzenie-odroczenie-raty/
128,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#8be4effbeaeff2cbfee6a5ecf9feeff1e2eaeff1a5fbe7
129,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=SEGREGACJA_ODPADOW
130,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=PLATNOSCI_ZA_GOSPODAROWANIE_ODPADAMI
131,401,https://pm-grudziadz.pl/sprawy/307/deklaracja-o-wysokosci-oplaty-za-gospodarowanie-odpadami-komunalnymi-jak-zalatwic-sprawe/
132,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=GOSPODARKA_ODPADAMI
133,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#4f262129200f3f2262283d3a2b35262e2b35613f23
134,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#86e9e2f6e7e2ffc6f3eba8e1f4f3e2fcefe7e2fca8f6ea
135,401,https://pm-grudziadz.pl/sprawy/131/zezwolenie-na-zbieranie-odpadow/
136,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#97fef9f1f8d7e7fabaf0e5e2f3edfef6f3edb9e7fb
137,401,https://pm-grudziadz.pl/sprawy/117/ewidencja-zbiornikow-bezodplywowych-szamb-oraz-przydomowych-oczyszczalni-sciekow/
138,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=ODPADY_KOMUNALNE
139,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#abc2c5cdc4ebdbc686ccd9decfd1c2cacfd185dbc7
140,401,https://pm-grudziadz.pl/sprawy/130/zezwolenie-na-przetwarzanie-odpadow/
141,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=RECYKLING
142,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#1f767179705f6f7232786d6a7b65767e7b65316f73
143,401,https://pm-grudziadz.pl/sprawy/127/prowadzenie-dzialalnosci-w-zakresie-oprozniania-zbiornikow-bezodplywowych-lub-osadnikow-w-przydomowych-oczyszczalniach-sciekow-i-transportu-nieczystosci-cieklych/
144,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#076e69616847776a2a607572637d6e66637d29776b
145,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=ODPADY_NIEBEZPIECZNE
146,401,https://pm-grudziadz.pl/sprawy/128/udostepnianie-informacji-o-srodowisku-i-jego-ochronie/
147,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=AKCJE_SPOLECZNE_NA_RZECZ_OCHRONY_SRODOWISKA
148,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#9cf5f2faf3dcecf1b1fbeee9f8e6f5fdf8e6b2ecf0
149,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#ed84838b82ad9d80c08a9f988997848c8997c39d81
150,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#bdd4d3dbd2fdcdd090dacfc8d9c7d4dcd9c793cdd1
151,401,https://pm-grudziadz.pl/sprawy/135/rejestracja-zwierzat-egzotycznych-podlegajacych-ochronie/
152,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#3f565159507f4f5212584d4a5b45565e5b45114f53
153,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#6f060109002f1f0242081d1a0b15060e0b15411f03
154,401,https://pm-grudziadz.pl/sprawy/82/zezwolenie-na-wykonywanie-regularnych-specjalnych-przewozow-osob-w-krajowym-transporcie-drogowym/
155,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#d0b9beb6bf90a0bdfdb7a2a5b4aab9b1b4aafea0bc
156,401,https://pm-grudziadz.pl/sprawy/78/licencja-na-wykonywanie-transportu-drogowego-w-zakresie-posrednictwa-przy-przewozie-rzeczy/
157,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#650c0b030a25150848021710011f0c04011f4b1509
158,401,https://pm-grudziadz.pl/sprawy/83/zezwolenie-na-wykonywanie-zawodu-przewoznika-drogowego-w-zakresie-przewozu-osob-lub-rzeczy/
159,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#137a7d757c53637e3e74616677697a7277693d637f
160,401,https://pm-grudziadz.pl/sprawy/306/podatek-od-srodkow-transportowych-zlozenie-deklaracji-dt-1/
161,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=TRANSPORT_WODNY
162,401,https://pm-grudziadz.pl/sprawy/134/rejestracja-sprzetu-plywajacego-sluzacego-do-amatorskiego-polowu-rybwykreslenie-z-rejestru-sprzetu-plywajacego-do-polowy-ryb/
163,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#3851565e57784855155f4a4d5c4251595c42164854
164,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#543d3a323b14243979332621302e3d35302e7a2438
165,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=PODATEK_OD_SRODKOW_TRANSPORTOWYCH
166,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#bdcacecffdc8d093dfc4d9dad2cec7dec793cdd1
167,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#365f58505976465b1b514443524c5f57524c18465a
168,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#2c45424a436c5c41014b5e594856454d4856025c40
169,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#741d1a121b34041959130601100e1d15100e5a0418
170,401,https://pm-grudziadz.pl/sprawy/6/-wydanie-zaswiadczenia-o-objeciu-danej-nieruchomosci-uproszczonym-planem-urzadzenia-lasu-/
171,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=ZARZADZANIE_NIERUCHOMOSCIA
172,401,https://pm-grudziadz.pl/sprawy/56/decyzja-o-ustaleniu-lokalizacji-inwestycji-celu-publicznego/
173,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=RYNEK_NIERUCHOMOSCI
174,401,https://pm-grudziadz.pl/sprawy/300/podatek-od-nieruchomosci-dla-osob-fizycznych-zlozenie-informacji-in-1/
175,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#0c7b7f7e4c7961226e75686b637f766f76227c60
176,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=PODATEK_OD_NIERUCHOMOSCI
177,401,https://pm-grudziadz.pl/sprawy/301/podatek-od-nieruchomosci-dla-osob-prawnych-zlozenie-deklaracji-dn-1/
178,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#b5c2c6c7f5c0d89bd7ccd1d2dac6cfd6cf9bc5d9
179,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#b3daddd5dcf3c3de9ed4c1c6d7c9dad2d7c99dc3df
180,401,https://pm-grudziadz.pl/sprawy/305/podatek-lesny-dla-osob-prawnych-zlozenie-deklaracji-dl-1/
181,200,https://pm-grudziadz.pl/cdn-cgi/l/email-protection#aaddd9d8eadfc784c8d3cecdc5d9d0c9d084dac6
183,401,https://pm-grudziadz.pl/tagi-wyszukiwanie/?tags=PRAWA_WLASNOSCI_NIERUCHOMOSCI
